tradingSymbol,ltp,open,high,low,close,exchFeedTime,tradeVolume,opnInterest,totBuyQuan,totSellQuan
NIFTY19MAY2622900CE,683.65,706.55,706.55,683.65,617.1,14-May-2026 09:15:37,3900,53105,23140,26065
NIFTY19MAY2623400PE,136.5,140.0,148.2,118.05,193.4,14-May-2026 09:15:37,703235,4264715,3004495,179985
NIFTY19MAY2622950CE,645.25,655.0,655.0,643.45,576.4,14-May-2026 09:15:37,325,15535,17095,19565
NIFTY19MAY2622900PE,35.05,39.6,42.0,28.55,57.8,14-May-2026 09:15:37,424775,1470105,2603770,101010
NIFTY19MAY2622950PE,39.9,50.0,50.0,30.05,65.6,14-May-2026 09:15:36,155870,622960,2417935,70590
NIFTY19MAY2623450PE,155.8,190.0,190.0,136.05,215.2,14-May-2026 09:15:37,404755,1080560,2609360,105820
NIFTY19MAY2623450CE,254.8,253.05,276.8,247.15,225.85,14-May-2026 09:15:37,301730,1232335,242515,94575
NIFTY19MAY2623000PE,45.85,50.0,64.0,38.0,74.5,14-May-2026 09:15:36,845390,5703165,2771990,242710
NIFTY19MAY2623500PE,175.7,207.85,218.25,156.0,239.35,14-May-2026 09:15:36,1146990,4372420,3005665,123890
NIFTY19MAY2623000CE,594.1,616.0,624.1,592.0,533.85,14-May-2026 09:15:36,30355,514800,41145,38480
NIFTY19MAY2623500CE,226.25,225.0,244.1,216.15,199.85,14-May-2026 09:15:37,1162850,5164900,3088735,507845
NIFTY19MAY2623050PE,52.65,72.0,72.0,43.35,84.1,14-May-2026 09:15:37,172900,768170,2250885,81185
NIFTY19MAY2623550PE,198.85,222.35,241.85,178.05,264.9,14-May-2026 09:15:37,766675,761995,2721095,55510
NIFTY19MAY2623050CE,497.25,0.0,0.0,0.0,485.9,14-May-2026 09:15:36,0,31525,140725,15340
NIFTY19MAY2623550CE,200.0,196.0,218.0,193.8,176.55,14-May-2026 09:15:37,819455,1774630,2550990,145860
NIFTY19MAY2623100PE,60.5,67.05,67.05,50.1,95.0,14-May-2026 09:15:37,378430,2208375,2615665,111865
NIFTY19MAY2623600PE,224.2,217.65,268.1,199.95,292.95,14-May-2026 09:15:36,572000,1310010,2524405,71110
NIFTY19MAY2623100CE,503.75,512.0,534.35,512.0,453.95,14-May-2026 09:15:37,10920,119665,81055,33020
NIFTY19MAY2623600CE,174.0,165.0,190.8,151.1,154.35,14-May-2026 09:15:36,859755,2592980,2685670,287105
NIFTY19MAY2623150PE,69.35,87.3,87.3,58.05,107.2,14-May-2026 09:15:36,236340,764205,2661490,95160
NIFTY19MAY2623150CE,475.6,481.55,491.15,472.4,417.4,14-May-2026 09:15:36,4420,81185,154180,31200
NIFTY19MAY2623200CE,441.6,440.95,455.85,413.75,380.7,14-May-2026 09:16:37,68055,290485,204815,44135
NIFTY19MAY2623650CE,158.3,154.2,167.35,145.0,134.9,14-May-2026 09:16:37,809445,1106430,2499055,109460
NIFTY19MAY2623250CE,402.1,384.65,414.5,359.4,346.65,14-May-2026 09:16:37,54080,132210,142545,31915
NIFTY19MAY2623700CE,136.25,150.0,150.0,125.0,116.4,14-May-2026 09:16:38,963365,2569190,2679495,231920
NIFTY19MAY2623200PE,76.5,89.0,89.75,67.65,120.95,14-May-2026 09:16:38,1218100,2704975,2649205,195455
NIFTY19MAY2623650PE,242.5,271.85,271.85,226.7,322.85,14-May-2026 09:16:38,389740,570440,2468180,51025
NIFTY19MAY2623300CE,364.9,359.6,377.9,339.2,313.2,14-May-2026 09:16:37,253175,912535,193245,54145
NIFTY19MAY2623250PE,87.6,124.0,124.0,78.05,136.65,14-May-2026 09:16:37,590330,1144910,2385825,125060
NIFTY19MAY2623700PE,271.4,277.25,321.85,256.0,353.6,14-May-2026 09:16:38,357110,1401465,2459600,46475
NIFTY19MAY2623300PE,100.1,105.0,123.95,89.4,153.65,14-May-2026 09:16:37,1248650,3503045,2714335,190515
NIFTY19MAY2623750PE,302.35,301.35,332.25,286.7,388.35,14-May-2026 09:16:38,100685,296335,145860,31265
NIFTY19MAY2623750CE,117.2,99.5,126.2,99.5,100.4,14-May-2026 09:16:38,593450,978575,2493920,94900
NIFTY19MAY2623800PE,335.75,373.65,373.65,317.75,423.8,14-May-2026 09:16:38,136045,809770,157625,43030
NIFTY19MAY2623800CE,100.0,100.0,107.95,91.65,86.15,14-May-2026 09:16:38,1017510,3824600,2545985,245505
NIFTY19MAY2623850PE,374.85,370.0,399.75,347.05,464.3,14-May-2026 09:16:37,18720,117325,134615,28275
NIFTY19MAY2623850CE,85.3,85.2,93.25,78.0,74.15,14-May-2026 09:16:38,527930,884325,2448485,98995
NIFTY19MAY2623900PE,407.85,398.8,439.9,388.85,498.95,14-May-2026 09:16:37,47905,627770,139295,30615
NIFTY19MAY2623900CE,72.4,62.65,78.9,60.85,62.65,14-May-2026 09:16:37,716755,4474535,3093220,188890
NIFTY19MAY2623950CE,61.35,59.85,67.15,55.9,53.6,14-May-2026 09:16:37,421915,926250,2439645,106470
NIFTY19MAY2624000CE,51.8,43.45,56.25,43.45,45.3,14-May-2026 09:16:37,1543490,6497465,3324425,537160
NIFTY19MAY2623950PE,444.8,435.65,475.5,434.95,543.25,14-May-2026 09:16:38,6565,118300,81380,25480
NIFTY19MAY2624050CE,43.0,36.6,47.9,36.6,38.4,14-May-2026 09:16:38,458575,874120,2317055,113945
NIFTY19MAY2624000PE,484.5,527.95,527.95,467.0,581.3,14-May-2026 09:16:38,47125,1521585,165620,33475
NIFTY19MAY2624100CE,36.0,32.0,40.55,32.0,32.55,14-May-2026 09:16:38,724035,2569970,2610790,126815
NIFTY19MAY2624050PE,534.4,560.65,560.9,534.2,625.15,14-May-2026 09:16:37,910,30615,65260,19500
NIFTY19MAY2624100PE,573.8,568.0,607.2,555.1,668.9,14-May-2026 09:16:37,5590,371735,126230,18590
NIFTY19MAY2623350CE,329.1,350.0,350.0,300.2,282.2,14-May-2026 09:16:38,168610,371020,160680,45630
NIFTY19MAY2623400CE,295.4,299.9,309.4,273.65,252.8,14-May-2026 09:16:38,700115,2169960,231595,129220
NIFTY19MAY2623350PE,114.6,135.0,135.0,103.1,172.45,14-May-2026 09:16:38,682695,1389830,2420730,134810
NIFTY19MAY2622900CE,692.85,706.55,706.55,669.0,617.1,14-May-2026 09:16:37,4875,52845,23140,22035
NIFTY19MAY2623400PE,131.45,140.0,150.5,118.05,193.4,14-May-2026 09:16:38,1490970,4349410,2951650,191880
NIFTY19MAY2622950CE,650.0,655.0,655.0,643.45,576.4,14-May-2026 09:16:37,455,15470,16835,15925
NIFTY19MAY2622900PE,33.3,39.6,42.0,28.55,57.8,14-May-2026 09:16:37,805935,1622400,2592850,127140
NIFTY19MAY2622950PE,38.4,50.0,50.0,30.05,65.6,14-May-2026 09:16:38,326495,618995,2297230,76375
NIFTY19MAY2623450PE,149.15,190.0,190.0,136.05,215.2,14-May-2026 09:16:38,917605,1112020,2589145,117845
NIFTY19MAY2623450CE,263.9,253.05,276.8,244.65,225.85,14-May-2026 09:16:38,593125,1235845,1169935,88660
NIFTY19MAY2623000PE,44.2,50.0,64.0,38.0,74.5,14-May-2026 09:16:38,1686230,5761535,2769260,304005
NIFTY19MAY2623500PE,169.7,207.85,218.25,156.0,239.35,14-May-2026 09:16:38,3023930,4650165,2983500,194480
NIFTY19MAY2623000CE,603.85,616.0,624.1,575.4,533.85,14-May-2026 09:16:38,59085,523770,42770,37375
NIFTY19MAY2623500CE,234.25,225.0,244.1,216.1,199.85,14-May-2026 09:16:38,2605590,5352750,2919085,561535
NIFTY19MAY2623050PE,50.8,72.0,72.0,43.35,84.1,14-May-2026 09:16:38,361465,772590,2239575,85930
NIFTY19MAY2623550PE,191.9,222.35,241.85,178.05,264.9,14-May-2026 09:16:38,1961570,1195610,2458300,78910
NIFTY19MAY2623050CE,564.45,538.0,564.45,532.75,497.25,14-May-2026 09:16:38,455,31525,140140,19305
NIFTY19MAY2623550CE,206.4,196.0,218.0,190.4,176.55,14-May-2026 09:16:38,1919775,2179645,2644265,158990
NIFTY19MAY2623100PE,57.8,67.05,68.55,50.1,95.0,14-May-2026 09:16:38,723710,2251730,2598830,105950
NIFTY19MAY2623600PE,216.35,217.65,268.1,199.95,292.95,14-May-2026 09:16:37,1222000,1506960,2486575,88400
NIFTY19MAY2623100CE,520.3,512.0,534.35,491.85,453.95,14-May-2026 09:16:38,25415,116480,83460,23465
NIFTY19MAY2623600CE,181.15,165.0,190.8,151.1,154.35,14-May-2026 09:16:37,1635595,2824640,2756845,289640
NIFTY19MAY2623150PE,66.55,87.3,87.3,58.05,107.2,14-May-2026 09:16:38,530400,783380,2429115,87230
NIFTY19MAY2623150CE,481.0,481.55,491.15,456.25,417.4,14-May-2026 09:16:37,9100,80795,150085,22620
NIFTY19MAY2623200CE,440.1,440.95,455.85,413.75,380.7,14-May-2026 09:17:39,84045,290485,207545,43030
NIFTY19MAY2623650CE,157.55,154.2,167.35,145.0,134.9,14-May-2026 09:17:39,1324115,1242280,2537015,155220
NIFTY19MAY2623250CE,402.3,384.65,414.5,359.4,346.65,14-May-2026 09:17:39,86580,142155,147875,35425
NIFTY19MAY2623700CE,135.85,150.0,150.0,125.0,116.4,14-May-2026 09:17:39,1501240,2654210,2721095,286650
NIFTY19MAY2623200PE,76.5,89.0,89.75,67.65,120.95,14-May-2026 09:17:39,1549145,2728570,2679170,155155
NIFTY19MAY2623650PE,242.05,271.85,271.85,226.7,322.85,14-May-2026 09:17:39,477555,591500,2454205,59605
NIFTY19MAY2623300CE,365.0,359.6,377.9,339.2,313.2,14-May-2026 09:17:39,347100,894790,195325,59735
NIFTY19MAY2623250PE,88.0,124.0,124.0,78.05,136.65,14-May-2026 09:17:39,769405,1170065,2408445,136890
NIFTY19MAY2623700PE,270.5,277.25,321.85,256.0,353.6,14-May-2026 09:17:39,493155,1405560,2502955,55315
NIFTY19MAY2623300PE,100.55,105.0,123.95,89.4,153.65,14-May-2026 09:17:39,1649960,3557060,2749695,220805
NIFTY19MAY2623750PE,301.95,301.35,332.25,286.7,388.35,14-May-2026 09:17:39,136240,313430,149240,33670
NIFTY19MAY2623750CE,116.75,99.5,126.2,99.5,100.4,14-May-2026 09:17:39,829270,982280,2517710,145795
NIFTY19MAY2623800PE,336.3,373.65,373.65,317.75,423.8,14-May-2026 09:17:39,174850,808795,160680,41730
NIFTY19MAY2623800CE,99.8,100.0,107.95,91.65,86.15,14-May-2026 09:17:39,1517750,3878030,2564770,296400
NIFTY19MAY2623850PE,370.85,370.0,399.75,347.05,464.3,14-May-2026 09:17:38,21840,118820,142025,32175
NIFTY19MAY2623850CE,85.1,85.2,93.25,78.0,74.15,14-May-2026 09:17:39,680095,900835,2476630,118560
NIFTY19MAY2623900PE,405.9,398.8,439.9,388.85,498.95,14-May-2026 09:17:39,69550,628160,148395,40300
NIFTY19MAY2623900CE,72.0,62.65,78.9,60.85,62.65,14-May-2026 09:17:39,1074255,4512300,3112785,236730
NIFTY19MAY2623950CE,60.9,59.85,67.15,55.9,53.6,14-May-2026 09:17:39,620490,937820,2457650,123630
NIFTY19MAY2624000CE,51.1,43.45,56.25,43.45,45.3,14-May-2026 09:17:39,2098200,6595810,3359135,655460
NIFTY19MAY2623950PE,443.35,435.65,475.5,434.95,543.25,14-May-2026 09:17:38,7215,118430,80795,28015
NIFTY19MAY2624050CE,42.9,36.6,47.9,36.6,38.4,14-May-2026 09:17:39,595725,891215,2345005,128375
NIFTY19MAY2624000PE,485.8,527.95,527.95,467.0,581.3,14-May-2026 09:17:39,59410,1521585,167115,31655
NIFTY19MAY2624100CE,35.85,32.0,40.55,32.0,32.55,14-May-2026 09:17:39,955955,2599285,2612350,167700
NIFTY19MAY2624050PE,536.95,560.65,560.9,523.85,625.15,14-May-2026 09:17:38,1170,30680,66105,15925
NIFTY19MAY2624100PE,580.0,568.0,607.2,555.1,668.9,14-May-2026 09:17:39,5850,370825,126880,20215
NIFTY19MAY2623350CE,327.75,350.0,350.0,300.2,282.2,14-May-2026 09:17:39,204620,371865,160745,53105
NIFTY19MAY2623400CE,295.4,299.9,309.4,273.65,252.8,14-May-2026 09:17:39,923455,2168205,236080,167115
NIFTY19MAY2623350PE,115.1,135.0,135.0,103.1,172.45,14-May-2026 09:17:39,884130,1393535,2447120,147680
NIFTY19MAY2622900CE,699.8,706.55,706.55,669.0,617.1,14-May-2026 09:17:39,5590,52975,21840,17420
NIFTY19MAY2623400PE,131.05,140.0,150.5,118.05,193.4,14-May-2026 09:17:39,1995695,4478890,2989025,228215
NIFTY19MAY2622950CE,650.0,655.0,655.0,643.45,576.4,14-May-2026 09:17:39,455,15470,19500,16185
NIFTY19MAY2622900PE,33.25,39.6,42.0,28.55,57.8,14-May-2026 09:17:39,1021605,1650220,2616835,142090
NIFTY19MAY2622950PE,38.2,50.0,50.0,30.05,65.6,14-May-2026 09:17:39,426465,635375,2311010,80210
NIFTY19MAY2623450PE,150.3,190.0,190.0,136.05,215.2,14-May-2026 09:17:39,1234155,1194765,2621450,133575
NIFTY19MAY2623450CE,262.3,253.05,276.8,244.65,225.85,14-May-2026 09:17:39,812955,1253525,1172665,106600
NIFTY19MAY2623000PE,43.95,50.0,64.0,38.0,74.5,14-May-2026 09:17:39,2274870,5940025,2821520,329160
NIFTY19MAY2623500PE,169.4,207.85,218.25,156.0,239.35,14-May-2026 09:17:39,4004975,5020340,3076125,246480
NIFTY19MAY2623000CE,609.35,616.0,624.1,575.4,533.85,14-May-2026 09:17:38,75205,523185,36595,37245
NIFTY19MAY2623500CE,234.3,225.0,244.1,216.1,199.85,14-May-2026 09:17:39,3678675,5425420,2958670,647335
NIFTY19MAY2623050PE,50.4,72.0,72.0,43.35,84.1,14-May-2026 09:17:39,548145,800735,2259530,98410
NIFTY19MAY2623550PE,192.15,222.35,241.85,178.05,264.9,14-May-2026 09:17:39,2615080,1525290,2501850,100620
NIFTY19MAY2623050CE,552.0,538.0,574.8,532.75,497.25,14-May-2026 09:17:39,780,31525,141505,18980
NIFTY19MAY2623550CE,206.7,196.0,218.0,190.4,176.55,14-May-2026 09:17:39,2912325,2311205,2668705,193505
NIFTY19MAY2623100PE,57.95,67.05,68.55,50.1,95.0,14-May-2026 09:17:39,932165,2264600,2625285,128570
NIFTY19MAY2623600PE,216.0,217.65,268.1,199.95,292.95,14-May-2026 09:17:39,1706770,1657305,2526875,110760
NIFTY19MAY2623100CE,523.95,512.0,534.35,491.85,453.95,14-May-2026 09:17:39,28730,114985,81705,20735
NIFTY19MAY2623600CE,180.5,165.0,190.8,151.1,154.35,14-May-2026 09:17:39,2601430,3021525,2818920,364260
NIFTY19MAY2623150PE,66.7,87.3,87.3,58.05,107.2,14-May-2026 09:17:39,769080,801645,2439710,92625
NIFTY19MAY2623150CE,478.9,481.55,491.15,456.25,417.4,14-May-2026 09:17:39,10660,80405,154050,22685
NIFTY19MAY2623200CE,457.4,440.95,461.15,413.75,380.7,14-May-2026 09:18:40,101985,291200,211770,42575
NIFTY19MAY2623650CE,166.15,154.2,168.9,145.0,134.9,14-May-2026 09:18:41,1963520,1422980,2607085,145470
NIFTY19MAY2623250CE,419.7,384.65,421.65,359.4,346.65,14-May-2026 09:18:40,104065,132990,149045,34125
NIFTY19MAY2623700CE,144.5,150.0,150.0,125.0,116.4,14-May-2026 09:18:40,1980160,2705885,2749695,254150
NIFTY19MAY2623200PE,70.85,89.0,89.75,67.65,120.95,14-May-2026 09:18:40,1871545,2794805,2659930,171665
NIFTY19MAY2623650PE,230.3,271.85,271.85,226.7,322.85,14-May-2026 09:18:41,559195,603980,2451670,65715
NIFTY19MAY2623300CE,381.0,359.6,384.25,339.2,313.2,14-May-2026 09:18:41,449215,858585,196950,56485
NIFTY19MAY2623250PE,81.9,124.0,124.0,78.05,136.65,14-May-2026 09:18:40,889980,1189370,2419950,137800
NIFTY19MAY2623700PE,257.45,277.25,321.85,254.0,353.6,14-May-2026 09:18:41,633815,1446445,2471560,65780
NIFTY19MAY2623300PE,94.3,105.0,123.95,89.4,153.65,14-May-2026 09:18:41,2007330,3606265,2755155,247650
NIFTY19MAY2623750PE,287.45,301.35,332.25,283.95,388.35,14-May-2026 09:18:41,163800,328510,152685,37310
NIFTY19MAY2623750CE,124.45,99.5,126.2,99.5,100.4,14-May-2026 09:18:40,1034215,1004380,2536105,104260
NIFTY19MAY2623800PE,320.0,373.65,373.65,315.7,423.8,14-May-2026 09:18:41,230815,813735,161850,43940
NIFTY19MAY2623800CE,106.25,100.0,107.95,91.65,86.15,14-May-2026 09:18:41,2027480,4019665,2679755,297115
NIFTY19MAY2623850PE,352.1,370.0,399.75,347.05,464.3,14-May-2026 09:18:39,25870,121095,138710,31850
NIFTY19MAY2623850CE,90.5,85.2,93.25,78.0,74.15,14-May-2026 09:18:40,860015,933205,2490995,116415
NIFTY19MAY2623900PE,388.05,398.8,439.9,386.8,498.95,14-May-2026 09:18:40,82875,627185,146640,44785
NIFTY19MAY2623900CE,76.9,62.65,78.9,60.85,62.65,14-May-2026 09:18:40,1605565,4541680,3127540,223665
NIFTY19MAY2623950CE,64.95,59.85,67.15,55.9,53.6,14-May-2026 09:18:40,736385,953680,2457325,130975
NIFTY19MAY2624000CE,54.35,43.45,56.25,43.45,45.3,14-May-2026 09:18:41,2667795,6673030,3417245,611845
NIFTY19MAY2623950PE,427.55,435.65,475.5,426.95,543.25,14-May-2026 09:18:41,9295,118755,81380,29510
NIFTY19MAY2624050CE,45.8,36.6,47.9,36.6,38.4,14-May-2026 09:18:41,723775,909805,2346500,129220
NIFTY19MAY2624000PE,467.4,527.95,527.95,464.0,581.3,14-May-2026 09:18:40,113295,1520480,165880,36790
NIFTY19MAY2624100CE,38.25,32.0,40.55,32.0,32.55,14-May-2026 09:18:40,1201395,2639260,2626975,141180
NIFTY19MAY2624050PE,502.35,560.65,560.9,502.35,625.15,14-May-2026 09:18:39,2015,30680,66625,16120
NIFTY19MAY2624100PE,549.25,568.0,607.2,547.8,668.9,14-May-2026 09:18:41,8450,370890,130195,19760
NIFTY19MAY2623350CE,344.0,350.0,350.0,300.2,282.2,14-May-2026 09:18:41,238355,370565,164710,56160
NIFTY19MAY2623400CE,310.05,299.9,312.95,273.65,252.8,14-May-2026 09:18:40,1222910,2152735,245375,126815
NIFTY19MAY2623350PE,107.75,135.0,135.0,103.1,172.45,14-May-2026 09:18:40,1054885,1448135,2439515,151580
NIFTY19MAY2622900CE,701.7,706.55,706.55,669.0,617.1,14-May-2026 09:18:40,5785,52975,20800,20280
NIFTY19MAY2623400PE,122.9,140.0,150.5,118.05,193.4,14-May-2026 09:18:40,2574715,4578535,2979600,259285
NIFTY19MAY2622950CE,667.3,655.0,667.35,643.45,576.4,14-May-2026 09:18:40,845,15600,19110,16900
NIFTY19MAY2622900PE,30.45,39.6,42.0,28.55,57.8,14-May-2026 09:18:40,1299870,1714375,2600780,159445
NIFTY19MAY2622950PE,35.15,50.0,50.0,30.05,65.6,14-May-2026 09:18:41,556920,653445,2300285,92820
NIFTY19MAY2623450PE,140.2,190.0,190.0,136.05,215.2,14-May-2026 09:18:41,1472900,1251185,2600780,144625
NIFTY19MAY2623450CE,277.2,253.05,279.5,244.65,225.85,14-May-2026 09:18:41,1001390,1195285,1193465,93730
NIFTY19MAY2623000PE,40.55,50.0,64.0,38.0,74.5,14-May-2026 09:18:40,2774330,6080750,2785640,374855
NIFTY19MAY2623500PE,159.25,207.85,218.25,156.0,239.35,14-May-2026 09:18:40,4832555,5235360,3009305,294905
NIFTY19MAY2623000CE,625.65,616.0,629.0,575.4,533.85,14-May-2026 09:18:40,91520,525915,38480,34125
NIFTY19MAY2623500CE,245.65,225.0,248.8,216.1,199.85,14-May-2026 09:18:40,4850950,5467735,3008850,546195
NIFTY19MAY2623050PE,46.4,72.0,72.0,43.35,84.1,14-May-2026 09:18:40,683410,806000,2258945,104715
NIFTY19MAY2623550PE,180.0,222.35,241.85,178.0,264.9,14-May-2026 09:18:40,3344315,1754415,2481440,132470
NIFTY19MAY2623050CE,579.2,538.0,580.65,532.75,497.25,14-May-2026 09:18:40,1755,31590,143000,19370
NIFTY19MAY2623550CE,218.1,196.0,220.0,190.4,176.55,14-May-2026 09:18:40,3846180,2407925,2707965,157105
NIFTY19MAY2623100PE,53.65,67.05,68.55,50.1,95.0,14-May-2026 09:18:41,1113125,2292485,2629315,141960
NIFTY19MAY2623600PE,204.0,217.65,268.1,199.95,292.95,14-May-2026 09:18:40,2283970,1835015,2542215,155545
NIFTY19MAY2623100CE,542.85,512.0,542.85,491.85,453.95,14-May-2026 09:18:40,34580,114075,83525,26390
NIFTY19MAY2623600CE,191.2,165.0,193.35,151.1,154.35,14-May-2026 09:18:40,3595735,3157505,2912650,342680
NIFTY19MAY2623150PE,62.05,87.3,87.3,58.05,107.2,14-May-2026 09:18:40,880165,819000,2444065,98020
NIFTY19MAY2623150CE,501.9,481.55,501.9,456.25,417.4,14-May-2026 09:18:41,17940,79885,151255,22490
NIFTY19MAY2623200CE,440.95,440.95,461.15,413.75,380.7,14-May-2026 09:19:41,110760,288470,206895,39390
NIFTY19MAY2623650CE,158.4,154.2,168.9,145.0,134.9,14-May-2026 09:19:42,2458170,1550575,2586285,203255
NIFTY19MAY2623250CE,401.65,384.65,421.65,359.4,346.65,14-May-2026 09:19:41,111345,133055,144495,36075
NIFTY19MAY2623700CE,136.55,150.0,150.0,125.0,116.4,14-May-2026 09:19:41,2319720,2771145,2731365,312195
NIFTY19MAY2623200PE,74.4,89.0,89.75,67.65,120.95,14-May-2026 09:19:41,2077010,2865200,2679300,170235
NIFTY19MAY2623650PE,239.4,271.85,271.85,226.7,322.85,14-May-2026 09:19:42,638430,644215,2452320,64220
NIFTY19MAY2623300CE,365.4,359.6,384.25,339.2,313.2,14-May-2026 09:19:42,500955,839020,193180,60385
NIFTY19MAY2623250PE,85.0,124.0,124.0,78.05,136.65,14-May-2026 09:19:42,998530,1229085,2431390,145470
NIFTY19MAY2623700PE,269.15,277.25,321.85,254.0,353.6,14-May-2026 09:19:41,728910,1492075,2499120,67600
NIFTY19MAY2623300PE,97.55,105.0,123.95,89.4,153.65,14-May-2026 09:19:42,2317120,3652610,2799875,263120
NIFTY19MAY2623750PE,299.25,301.35,332.25,283.95,388.35,14-May-2026 09:19:41,190385,341900,145665,37765
NIFTY19MAY2623750CE,117.6,99.5,126.2,99.5,100.4,14-May-2026 09:19:42,1221675,997165,2519205,105625
NIFTY19MAY2623800PE,331.6,373.65,373.65,315.7,423.8,14-May-2026 09:19:42,282295,829985,172185,50895
NIFTY19MAY2623800CE,100.55,100.0,107.95,91.65,86.15,14-May-2026 09:19:42,2464085,4032990,2575625,361530
NIFTY19MAY2623850PE,368.4,370.0,399.75,347.05,464.3,14-May-2026 09:19:41,29835,123435,136890,30355
NIFTY19MAY2623850CE,85.65,85.2,93.25,78.0,74.15,14-May-2026 09:19:41,998660,938015,2478060,139490
NIFTY19MAY2623900PE,406.55,398.8,439.9,386.8,498.95,14-May-2026 09:19:41,91260,628225,146965,43485
NIFTY19MAY2623900CE,72.1,62.65,78.9,60.85,62.65,14-May-2026 09:19:41,1861535,4544020,3123510,245635
NIFTY19MAY2623950CE,61.5,59.85,67.15,55.9,53.6,14-May-2026 09:19:42,828490,967655,2466620,144235
NIFTY19MAY2624000CE,51.7,43.45,56.25,43.45,45.3,14-May-2026 09:19:42,3143855,6663735,3439735,675675
NIFTY19MAY2623950PE,443.65,435.65,475.5,426.95,543.25,14-May-2026 09:19:41,11570,119340,78130,25935
NIFTY19MAY2624050CE,43.05,36.6,47.9,36.6,38.4,14-May-2026 09:19:41,823940,910845,2344550,145210
NIFTY19MAY2624000PE,482.0,527.95,527.95,464.0,581.3,14-May-2026 09:19:42,135265,1508910,186875,37830
NIFTY19MAY2624100CE,36.3,32.0,40.55,32.0,32.55,14-May-2026 09:19:42,1437280,2662335,2622230,184860
NIFTY19MAY2624050PE,522.9,560.65,560.9,502.35,625.15,14-May-2026 09:19:41,2145,30875,61360,14495
NIFTY19MAY2624100PE,566.2,568.0,607.2,547.8,668.9,14-May-2026 09:19:42,11115,368875,123370,16510
